G_CODE,G_FAMILY,G_ISO_CODE_2,G_LATITUDE,G_LONGITUDE,G_NAME
aps,106869-106871-106878-105320-105523-105751-105960-106162-42345-42359-106652-106731-106791-42365,--,-3.06984,142.12,Arop-Sissano
apt,105000-105105-105254-107547-105435-28321,--,27.1933,93.7284,Apatani
apu,104952-105019-23724-23731,--,-8.21692,-66.7714,Apurinã
apv,107392-107476-28376,--,-13.2396,-59.9925,Alapmunte
apw,44798-44799-44801-44802-105485-105695-44805,--,33.8574,-110.123,"Apache, Western"
apx,106869-106871-106878-105320-105522-105749-105956-106156-106349-106513-40826,--,-7.84732,126.496,Aputai
apy,104960-26811,--,1.49792,-54.7457,Apalaí
apz,26562-107621-105016-26585,--,-7.05417,146.09,Safeyoka
aqc,35856-35865-105190-35937,--,42.3239,46.8267,Archi
aqd,104967-105041-26881,--,14.15,-3.55,"Dogon, Ampari"
aqg,104955-105023-105143-31402-31451,--,7.56324,5.89556,Arigidi
aqm,43515-43519,--,-6.27123,138.666,Atohwaim
aqn,106869-106871-106878-106888-106903-39743,--,15.6913,121.454,"Alta, Northern"
aqp,38918,--,30.9121,-93.0827,Atakapa
aqr,106869-106871-106878-105320-105523-105751-105959-41149-106363-106530-41200,--,-21.2866,165.273,Arhâ
aqt,--,--,--,--,Angaité
aqz,105004-105118-105266-105444-104557,--,-12.8322,-60.9716,Akuntsu
ara,--,ar,--,--,Arabic
arb,104949-105012-105129-105287-105476-105688-24916,--,27.9625,43.8525,"Arabic, Standard"
arc,--,--,--,--,--
ard,104993-105088-44125-44126-44128,--,-28.705,135.449,Arabana
are,104993-105084-105220-43982-43983,--,-24.0505,133.246,"Arrarnta, Western"
arg,104971-105056-105175-105353-107153-105354-105575-105816-106033-38812,an,42.4669,-0.00919,Aragonese
arh,24632-24634-24665-24676-24678-24680-24681,--,10.7018,-73.6363,Arhuaco
ari,44718-44720-44721-44722-44726,--,40.6473,-98.7158,Arikara
arj,105003-34444-34445,--,0.13727,-67.7282,Arapaso
ark,104990-25962-25963,--,-12.4878,-62.7261,Arikapú
arl,26734-106983-106987-26739,--,-1.96126,-75.0612,Arabela
arn,36243-36244,--,-38.7392,-71.277,Mapudungun
aro,43726-43728-43732-43733,--,-12.4242,-67.7293,Araona
arp,104950-105013-23813-23815,--,43.3879,-108.81,Arapaho
arq,104949-105012-105129-105287-105476-105688-105889-24937,--,35.4208,3.23033,"Arabic, Algerian Spoken"
arr,105004-105117-24343-24345,--,-10.3342,-61.5691,Karo
ars,104949-105012-105129-105287-105476-105688-24956-24961,--,30.3371,42.1773,"Arabic, Najdi Spoken"
aru,104953-38967,--,-5.5,-67.98,Aruá (Amazonas State)
arv,104949-25700-105128-25728-25729-107567-25731-25752-25755,--,4.92183,36.7986,Arbore
arw,104952-23732-23769-23775,--,5.64295,-56.9243,Arawak
arx,105004-24347-106886-105265-24353,--,-12.1186,-62.4357,Aruá
ary,104949-105012-105129-105287-105476-105688-105889-106072-24942,--,32.5,-7.5,"Arabic, Moroccan Spoken"
arz,104949-105012-105129-105287-105476-105688-24889-106071-24912,--,31.0,31.0,"Arabic, Egyptian Spoken"
asa,104955-105023-105143-105302-105490-105704-105907-106111-106293-106466-30653,--,-4.17978,37.8323,Asu
asb,36474-36478-36481-36490-36496,--,49.2923,-106.068,Assiniboine
asc,104989-43174-43200-105371-43224,--,-6.43005,138.566,"Asmat, Casuarina Coast"
asd,104989-105080-105216-42909-105616-42913,--,-5.69345,145.549,Asas
ase,107390-107128-107502-107529-33432,--,33.8117,-81.6121,American Sign Language
asf,107390-107128-107504-107533-33472,--,-30.0,145.0,Australian Sign Language
asg,104955-105023-105143-105306-105499-105724-105929-106130-31672,--,9.88458,4.48564,Cishingini
ash,35982,--,-0.69386,-75.2183,Abishira
asi,104989-43174-43200-105372-43207,--,-3.54561,133.327,Buruwai
asj,104955-105023-105143-105302-105490-105702-105902-106081-31071,--,6.63008,10.5993,Sari
ask,104971-105055-38447-38449,--,34.8428,70.3745,Ashkun
asl,106869-106871-106878-105320-105522-105746-40939-106147-106340-106505-40978,--,-3.67302,127.952,Asilulu
asm,104971-105055-105173-105346-105563-105799-37684-37685-37687,as,26.0876,91.2932,Assamese
asn,105004-105119-24437-24438,--,-4.13463,-52.321,Asurini of Xingú
aso,104989-105079-105212-107528-105384-43361,--,-5.92188,145.254,Dano
asp,107390-107128-107508-33501,--,36.4762,3.5462,Algerian Sign Language
asq,107390-107128-107508-33486,--,48.1197,16.225,Austrian Sign Language
asr,104956-105026-105150-105317-105517-105739-35748,--,21.5721,83.4562,Asuri
ass,104955-105023-105143-105302-105490-105705-105910-106121-31097,--,6.2918,9.64676,Ipulo
ast,104971-105056-105175-105353-107153-105354-105575-105816-106032-106226-106398-38805-38806,--,42.4181,-6.02227,Asturian
asu,105004-105119-105269-105448-24449,--,-3.59359,-49.8991,"Asurini, Tocantins"
asv,104961-35193-105157-35201,--,2.26818,26.7198,Asoa
asw,107390-33553-33554,--,-25.0,135.0,Australian Aborigines Sign Language
asx,104989-105078-105210-105380-43090,--,-5.74416,146.54,Muratayak
asy,104989-43174-43200-105371-105583-43218,--,-5.61024,138.582,"Asmat, Yaosakor"
asz,106869-106871-106878-105320-105523-42369-107577-105961-42461,--,-0.75267,131.728,As
ata,36251,--,-5.58045,151.05,Pele-Ata
atb,105000-105102-105249-105425-27722-27736-27745,--,24.1726,98.3643,Zaiwa
atc,104994-105095-105236-43596-43598,--,-14.1666,-69.5,Atsahuaca
atd,106869-106871-106878-105322-39789-105757-39790-106178-39812-39818,--,7.7789,125.499,"Manobo, Ata"
ate,104989-105080-105215-105394-106909-43008-43009,--,-5.08137,144.806,Atemble
atg,104955-105023-105143-105301-31476-105699-105897-31577,--,7.15307,6.21209,Ivbie North-Okpela-Arhe
ati,104955-105023-105145-105310-29242,--,5.9977,-3.8209,Attié
atj,104950-105013-23826-23842,--,47.9555,-73.7989,Atikamekw
atk,106869-106871-106878-39913,--,11.1539,122.512,Ati
atl,106869-106871-106878-105322-105525-39936-105966-39944,--,13.4588,123.552,"Agta, Mt. Iraya"
atm,106869-106871-106878-105322-105525-105754-39934,--,9.715,122.9,Ata
atn,104971-105055-105174-105351-105572-105812-107174-106024-106222-37369,--,37.7469,48.6808,Ashtiani
ato,104955-105023-105143-105302-105490-105706-105912-106123-106315-31165,--,6.03539,9.72121,Atong
atp,106869-106871-106878-106888-105771-105990-106197-39631,--,18.2112,121.379,"Atta, Pudtol"
atq,106869-106871-106878-42634-42676-42698-105992-42699,--,-2.78397,119.319,Aralle-Tabulahan
atr,104960-105031-26807,--,-0.61832,-60.4259,Waimiri-Atroarí
ats,104950-105013-23813-23814,--,48.4834,-108.738,Gros Ventre
att,106869-106871-106878-106888-105771-105990-106197-39630,--,18.4738,121.3,"Atta, Pamplona"
atu,23478-23584-23626-23627-23628,--,6.32234,30.4945,Reel
atv,105005-105120-23916-23939-23943,--,50.8998,88.0672,"Altai, Northern"
atw,44311-44313,--,40.4271,-120.661,Atsugewi
atx,44360,--,4.20057,-63.1202,Arutani
aty,106869-106871-106878-105320-105523-105751-105959-41563-41564,--,-20.1864,169.825,Aneityum
atz,106869-106871-106878-106888-39745,--,16.4185,121.656,Arta
aua,106869-106871-106878-105320-105523-105751-41133-41134-41135-41136,--,-11.2969,166.499,Asumboa
aub,105000-105102-105249-106896-106911-106918-27548-27549-27553-27555,--,23.0,103.0,Alugu
auc,28970,--,-1.12312,-76.683,Waorani
aud,106869-106871-106878-105320-105523-105751-41205-41216-41217-41218-41225,--,-11.75,169.75,Anuta
aue,104977-105062-107143-26555,--,-21.0554,21.1793,Kx'ao'ae
aug,104955-105023-105145-29166-105504-29167,--,7.49256,1.74452,Aguna
auh,104955-105023-105143-105302-105490-105704-105907-106107-106287-106454-30558-30559,--,-11.6295,29.0168,Aushi
aui,106869-106871-106878-105320-105523-105751-105960-106163-106368-41754-41841,--,-9.6692,149.822,Anuki
auj,104949-105010-25893,--,29.2341,21.1819,Awjilah
auk,104988-24212-105201-24213,--,-3.83003,142.471,Heyo
aul,106869-106871-106878-105320-105523-105751-105958-106159-106355-106517-41429,--,-16.3579,167.697,Aulua
aum,104955-105023-105143-31780-31787-105727-31811,--,10.0849,5.42081,Asu
aun,104988-24262-24264-105370-24269,--,-3.38127,141.806,"One, Molmo"
auo,104949-105011-105127-105285-25459-105682-105882-106066-25468,--,9.85747,11.322,Auyokawa
aup,107620-34363-105112-34368,--,-8.37312,142.706,Makayam
auq,106869-106871-106878-105320-105523-105751-105960-106162-42329-42330-106948-42337,--,-2.26271,139.502,Anus
aur,104988-107134-24218-24224,--,-3.37841,142.715,Aruek
aut,106869-106871-106878-105320-105523-105751-41205-41216-41217-41218-107038-107043-107046-41262-41264-107700-41306,--,-23.3843,-149.462,Austral
auu,104989-43304-105217-43314,--,-3.43705,136.096,Auye
auw,44372-44384-44386,--,-3.00564,140.604,Awyi
aux,105004-105119-105271-105450-105663-105864-24410,--,-4.137,-46.792,Aurá
auy,104989-105079-105213-106893-105607-105829-43421,--,-6.54079,145.76,Awiyaana
auz,104949-105012-105129-105287-105476-105688-105888-25010-25011,--,40.2612,65.3864,"Arabic, Uzbeki Spoken"
ava,35856-35865-35866-35881,av,41.7047,46.558,Avar
avb,106869-106871-106878-105320-105523-105751-105960-106162-106367-106538-42231-42233-106788-106824-42256,--,-6.24342,150.427,Avau
avd,104971-105055-105174-105351-105572-105812-107174-106024-37373,--,35.0075,50.3794,Alviri-Vidari
ave,104971-105055-105174-105350-105570-37558,ae,31.541,53.633,Avestan
avi,104955-105023-105145-105310-29238-29239,--,5.15838,-5.2529,Avikam
avk,104954-104745,--,--,--,Kotava
avl,104949-105012-105129-105287-105476-105688-24889-24890,--,29.6742,33.6113,"Arabic, Eastern Egyptian Bedawi Spoken"
avm,--,--,--,--,Angkamuthi
avn,104955-105023-105145-105308-29162-29163,--,6.8688,0.41314,Avatime
avo,107392-107465-36118,--,-13.2985,-53.4394,Agavotaguerra
avs,26734-26741-26743,--,-3.3196,-74.5411,Aushiri
avt,104988-105202-24280,--,-3.53277,142.105,Au
avu,104961-34989-34998-35013,--,4.38639,29.9379,Avokaya
avv,105004-105119-105269-24442,--,-13.6081,-48.1336,Avá-Canoeiro
awa,104971-105055-105173-105345-105561-105796-37856,--,27.5907,82.4663,Awadhi
awb,104989-105079-105213-106893-105608-43425,--,-6.65534,145.714,Awa
awc,104955-105023-105143-105306-105499-105724-31651,--,11.0417,5.54073,Cicipu
awe,105004-24341,--,-12.9336,-53.5852,Awetí
awg,104993-105089-44178-107075,--,--,--,Anguthimri
awh,28726-28727,--,-5.05875,139.724,Awbono
awi,26860-26861,--,-5.88478,141.532,Aekyom
awk,104993-105092-105232-105408-105627-44047-44049,--,-33.1285,151.436,Awabakal
awm,104989-105080-105216-42936-42940,--,-5.52787,145.903,Arawum
awn,104949-25700-25809-25820,--,10.9819,36.6916,Awngi
awo,104955-105023-105146-105312-105508-33089-33119-33123-33124-33126,--,9.86334,11.3291,Awak
awr,43764-43768-43772,--,-2.71886,136.063,Awera
aws,104989-43174-107501-43175-43176-43178-43180,--,-7.36301,139.538,"Awyu, South"
awt,105004-105119-24437-24440,--,-4.90246,-52.5001,Araweté
awu,104989-43174-107501-43175-43176-43178-106036-43181,--,-6.29363,139.693,"Awyu, Central"
awv,104989-43174-107501-43175-43176-43178-43185,--,-6.79732,140.104,"Awyu, Jair"
aww,104998-26703-26706,--,-3.79671,141.999,Awun
awx,104989-105078-105210-43052-105596-43059,--,-6.16986,146.372,Awara
awy,104989-43174-107501-43175-43176-43178-43184,--,-7.0038,139.914,"Awyu, Edera"
axb,36000-36002-36012,--,-29.0,-61.0,Abipon
axe,--,--,--,--,Ayerrerenge
axg,36379,--,-13.175,-55.869,"Arára, Mato Grosso"
axk,104955-105023-105143-105302-105490-105704-105906-106100-106273-29518,--,3.6515,17.2713,Yaka
axl,104993-105084-105220-104521,--,--,--,"Aranda, Lower Southern"
axm,--,--,--,--,--
axx,106869-106871-106878-105320-105523-105751-105959-41149-106363-41195,--,-21.8223,166.376,Xârâgurè
aya,104979-105064-105181-28750-28754-28755,--,-4.13554,144.836,Awar
ayb,104955-105023-105145-29166-105503-29208,--,6.62654,2.20552,"Gbe, Ayizo"
ayc,25987-25988-25990,--,-17.1417,-70.3442,"Aymara, Southern"
ayd,104993-105089-105226-107638-44195-44197,--,-14.6652,142.893,Ayabadhu
aye,104955-105023-105143-31402-31463-31464,--,7.52206,6.01979,Ayere
ayg,104955-105023-105145-105310-105505-105731-105939-106137-106325-106488-106618-29345,--,8.2327,0.98348,Ginyanga
ayh,104949-105012-105129-105287-105476-105688-24956-24959,--,15.4468,48.6524,"Arabic, Hadrami Spoken"
ayi,104955-105023-105143-32043-32044-32045-32076-32077-32087-106479-32090,--,5.98832,8.20861,Leyigha
ayk,104955-105023-105143-105301-31476-105700-105898-106077-31517,--,7.40354,6.34264,Akuku
ayl,104949-105012-105129-105287-105476-105688-105889-24951,--,22.0032,15.0014,"Arabic, Libyan Spoken"
aym,--,ay,-16.66908424753323,-70.73684692382812,Aymara
ayn,104949-105012-105129-105287-105476-105688-24956-24958,--,15.6552,44.8412,"Arabic, Sanaani Spoken"
ayo,29063-29067-29068,--,-19.2201,-60.2175,Ayoreo
ayp,104949-105012-105129-105287-105476-105688-105888-25007-25009,--,36.2986,42.0047,"Arabic, North Mesopotamian Spoken"
ayq,104998-26652-105243-105419-26658,--,-3.95946,142.407,Ayi
ayr,25987-25988-25989,--,-17.0,-68.5,"Aymara, Central"
ays,107392-107468-28397,--,13.0426,124.165,"Ayta, Sorsogon"
ayt,106869-106871-106878-39584-39586-39593,--,14.4153,120.49,"Ayta, Magbukun"
ayu,104955-105023-105143-105303-105496-105714-31824,--,9.2634,8.60225,Ayu
ayx,107384-104843,--,27.1213,98.8684,Ayi (China)
ayy,107392-107468-28394,--,16.3171,121.293,"Ayta, Tayabas"
ayz,34156,--,-1.3679,132.591,Mai Brat
aza,105000-105102-105249-106896-106911-106918-27561-27562,--,23.9,104.15,Azha
azb,105005-105120-105272-23946-23950-23952,--,36.5137,48.4302,"Azerbaijani, South"
azd,105007-105121-105276-105457-105667-105869-106062-106239-104560,--,--,--,"Nahuatl, Eastern Durango"
aze,--,az,--,--,Azerbaijani
azg,104992-39084-39085-39086-39089,--,16.5198,-98.0464,"Amuzgo, San Pedro Amuzgos"
azj,105005-105120-105272-23946-24047-24051-24053,--,40.9777,46.4737,"Azerbaijani, North"
azm,104992-39084-39085-39086-39088,--,16.5053,-98.0129,"Amuzgo, Ipalapa"
azn,105007-105121-105276-105457-105667-105869-106062-106239-104559,--,--,--,"Nahuatl, Western Durango"
azo,104955-105023-105143-105302-105490-105706-105912-31174-106309-31237-31258,--,5.88362,10.264,Awing
azt,106869-106871-106878-106888-105771-105990-106197-39632,--,17.9808,121.436,"Atta, Faire"
azz,105007-105121-105276-105457-105666-34647,--,20.1554,-97.5556,"Nahuatl, Highland Puebla"
baa,106869-106871-106878-105320-105523-105751-105960-106161-106366-106535-106649-106723-106783-106822-42034,--,-7.22281,157.149,Babatana
bab,104955-105022-105142-105298-107551-33312,--,12.3128,-16.0586,Bainouk-Gunyuño
bac,106869-106871-106878-105324-39566-39572,--,-6.35359,106.177,Badui
bae,104952-23732-105136-107635-23736,--,1.91649,-66.828,Baré
baf,104955-105023-105143-105302-105490-105704-105909-106119-106306-106474-31129,--,4.35696,11.029,Nubaca
bag,104955-105023-105143-105302-105490-105704-105909-31151-31152,--,4.64348,11.5353,Tuki
bah,104971-105053-105172-105343-105554-105787-106006-106207-106393-106552-106663-106743-106795-106826-106837-36994,--,25.2841,-79.15,Bahamas Creole English
baj,106869-106871-106878-105320-105522-41097-107652-41112,--,-6.7394,134.671,Barakai
bak,105005-105120-105272-23946-23990-23991-24008,ba,53.5967,56.5594,Bashkort
bal,--,--,--,--,Baluchi
bam,104981-105067-26068-26110-26111-26125-26126-26143-26144-26145,bm,12.0401,-9.98949,Bamanankan
ban,106869-106871-106878-105324-105529-39553-39562,--,-8.35714,115.075,Bali
bao,105003-105114-105261-105440-105656-34423,--,0.30416,-70.1644,Waimaha
bap,105000-105103-105251-105429-105647-27985-27988-27990,--,27.1215,87.0474,Bantawa
bar,104971-105053-105172-105343-105553-107001-107010-37175-106004-37201,--,47.9232,13.246,Bavarian
bas,104955-105023-105143-105302-105490-105704-105905-29770-106254-29772,--,3.80765,10.4213,Basaa
bau,104955-105023-105143-105302-105490-29466-29469-107655-29481,--,9.42456,10.2166,Mbat
bav,104955-105023-105143-105302-105490-105706-105912-31295-31303-107189-31306,--,6.11403,10.4137,Vengo
baw,104955-105023-105143-105302-105490-105706-105912-31174-106309-31237-31259,--,6.10821,10.2233,Bambili-Bambui
bax,104955-105023-105143-105302-105490-105706-105912-31174-106309-106477-106611-31184,--,5.49017,10.8477,Bamun
bay,106869-106871-106878-105320-105522-41097-107650-41106,--,-5.74908,134.787,Batuley
baz,107384-31142,--,4.67724,10.5456,Tunen
bba,104955-105023-105146-105312-105508-105736-33161,--,9.63186,2.99607,Baatonum
bbb,24580-24581-24601-24603,--,-9.46246,147.899,Barai
bbc,106869-106871-106878-42740-42767-105773-42768-42770,--,2.35498,99.1761,Batak Toba
bbd,104989-105080-105214-42868-42869-42879,--,-5.26465,145.611,Bau
bbe,104955-105023-105146-105311-105507-105735-105944-106142-32587-32588-32589,--,3.39956,28.3138,Bangba
bbf,43666-43670,--,-3.42672,141.345,Baibai
bbg,104955-105023-105143-105302-105490-105704-105906-106104-106283-106450-106592-30017,--,-2.49659,10.6777,Barama
bbh,104956-35848-107553-35849,--,23.6124,104.963,Bugan
bbi,104955-105023-105143-105302-105490-105704-105905-29770-106253-29771,--,4.64584,9.25261,Barombi
bbj,104955-105023-105143-105302-105490-105706-105912-31174-106308-31216,--,5.39619,10.352,Ghomálá’
bbk,104955-105023-105143-105302-105490-105706-105912-31295-106313-31317,--,5.97863,10.2869,Babanki
bbl,35856-35857-35864,--,42.1806,45.344,Bats
bbm,104955-105023-105143-105302-105490-105704-105906-106094-106267-106431-106578-29546,--,1.79475,23.5851,Babango
bbn,106869-106871-106878-105320-105523-105751-105960-106161-42148-42150,--,-4.89383,149.141,Uneapa
bbo,104981-105067-105183-106991-26040-26047,--,12.4182,-4.47538,Konabéré
bbp,104955-105023-105146-105311-105507-32710-32769,--,6.81435,24.1012,"Banda, West Central"
bbq,104955-105023-105143-105302-105490-105706-105912-31174-106309-106477-106611-31186,--,5.91327,10.4567,Bamali
bbr,104989-105080-105214-42868-42904-42906,--,-5.35342,145.423,Girawa
bbs,104955-105023-105143-32043-32044-32105-32106,--,5.26756,8.26321,Bakpinka
bbt,104949-105011-105127-105285-25470-25471,--,10.9276,9.81365,Mburku
bbu,104955-105023-105143-105302-105490-29466-29469-29476,--,9.20815,11.0465,Kulung
bbv,106869-106871-106878-105320-105523-105751-105960-106162-106367-106538-106651-42325,--,-5.74133,147.917,Karnai
bbw,104955-105023-105143-105302-105490-105706-105912-31174-106309-106477-106612-31187,--,6.11222,10.5216,Baba
bbx,107384-29879,--,4.02178,9.22304,Bubia
bby,104955-105023-105143-105302-105490-105706-31166,--,6.27562,10.0342,Befang
bbz,104949-105012-105129-105287-105476-105688-24889-106071-24899-24905,--,12.7617,16.6925,"Arabic, Babalia Creole"
bca,105000-106875-106884-28112-28116,--,26.1666,99.7052,"Bai, Central"
bcb,107384-33313,--,12.5053,-15.9969,Bainouk-Samik
bcc,104971-105055-105174-105351-105572-37355-37356,--,25.1081,59.7353,"Balochi, Southern"
bcd,106869-106871-106878-105320-105522-105745-40671-40672,--,-7.84311,129.743,"Babar, North"
bce,104955-105023-105143-105302-105490-105706-105912-31174-106309-106477-31188,--,5.77049,10.3302,Bamenyam
bcf,35318-35335,--,-7.93818,143.545,Bamu
bcg,107384-33240,--,10.5271,-14.6111,Baga Binari
bch,106869-106871-106878-105320-105523-105751-105960-106162-106367-42216-107193-42228,--,-5.5087,148.666,Bariai
bci,104955-105023-105145-105310-105505-105731-105938-29296-29304-29308,--,5.42509,-4.76565,Baoulé
bcj,104991-105082-38891-38892,--,-16.6274,122.906,Bardi
bck,33713-33715,--,-17.8297,125.631,Bunaba
bcl,106869-106871-106878-105322-105525-39936-105965-39939,--,13.7574,123.403,"Bikol, Central"
bcm,106869-106871-106878-105320-105523-105751-105960-106161-106366-106535-106649-42016-42017,--,-6.23061,155.128,Bannoni
bcn,104955-105023-105146-105311-105506-105733-105942-106139-106328-32515,--,8.81345,11.2952,Bali
bco,36549-105028-105155-36551,--,-6.45932,142.788,Kaluli
bcp,104955-105023-105143-105302-105490-105704-105904-30928,--,1.1807,26.5941,Bali
bcq,29091-29094,--,7.04682,35.7673,Bench
bcr,44798-44799-44801-44825-44845,--,55.0997,-126.41,Babine
bcs,104955-105023-105143-32043-32044-32045-32046-32058-32059-32069,--,5.92596,7.96202,Kohumono
bct,104961-105034-105158-105327-35048,--,2.20229,30.3679,Bendi
bcu,106869-106871-106878-105320-105523-105751-105960-106162-106367-106538-106650-42293-42306-42307,--,-5.59896,146.355,Awad Bing
bcv,104955-105023-105143-105305-105498-105722-105928-31737,--,8.92577,10.9642,Shoo-Minda-Nye
bcw,104949-105011-105125-105281-105461-107565-25148,--,10.3535,13.6131,Bana
bcy,104949-105011-105125-105282-25155-105674-25193,--,9.53072,12.0416,Bacama
bcz,104955-105022-105142-105298-107551-33314,--,12.8672,-16.229,Bainouk-Gunyaamolo
bda,104955-105022-105141-33255-33280,--,12.6881,-16.3947,Bayot
